:nemesis	:info	:start-partition	:majority
1	:invoke	:read	nil
:nemesis	:info	:start-partition	[:isolated {"n0" #{"n2" "n1"}, "n2" #{"n0"}, "n1" #{"n0"}}]
1	:ok	:read	0
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	0
0	:invoke	:read	nil
0	:ok	:read	0
1	:invoke	:read	nil
1	:ok	:read	0
2	:invoke	:read	nil
2	:ok	:read	3
0	:invoke	:read	nil
0	:ok	:read	0
0	:invoke	:read	nil
0	:ok	:read	0
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	3
0	:invoke	:read	nil
0	:ok	:read	0
0	:invoke	:read	nil
0	:ok	:read	0
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	2
1	:invoke	:read	nil
1	:ok	:read	4
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	2
0	:invoke	:read	nil
0	:ok	:read	2
1	:invoke	:read	nil
1	:ok	:read	4
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	2
0	:invoke	:read	nil
0	:ok	:read	2
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	7
0	:invoke	:read	nil
0	:ok	:read	2
0	:invoke	:read	nil
0	:ok	:read	2
1	:invoke	:read	nil
1	:ok	:read	6
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	4
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	4
0	:invoke	:read	nil
0	:ok	:read	4
1	:invoke	:read	nil
1	:ok	:read	6
2	:invoke	:read	nil
2	:ok	:read	7
0	:invoke	:read	nil
0	:ok	:read	4
0	:invoke	:read	nil
0	:ok	:read	4
1	:invoke	:read	nil
1	:ok	:read	6
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	4
0	:invoke	:read	nil
1	:invoke	:add	3
0	:ok	:read	4
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	7
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	9
2	:invoke	:read	nil
2	:ok	:read	7
0	:invoke	:read	nil
0	:ok	:read	9
0	:invoke	:read	nil
0	:ok	:read	9
1	:invoke	:add	4
2	:invoke	:read	nil
0	:invoke	:add	4
1	:ok	:add	4
2	:ok	:read	7
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	13
1	:invoke	:read	nil
1	:ok	:read	13
2	:invoke	:read	nil
2	:ok	:read	7
0	:invoke	:read	nil
0	:ok	:read	13
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	13
1	:ok	:read	13
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	17
1	:ok	:read	13
2	:invoke	:add	4
0	:invoke	:read	nil
2	:ok	:add	4
0	:ok	:read	17
0	:invoke	:read	nil
0	:ok	:read	17
1	:invoke	:read	nil
1	:ok	:read	13
2	:invoke	:read	nil
2	:ok	:read	15
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	20
1	:invoke	:read	nil
1	:ok	:read	13
2	:invoke	:read	nil
2	:ok	:read	15
0	:invoke	:read	nil
0	:ok	:read	20
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	15
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:read	nil
1	:ok	:read	14
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:read	nil
0	:ok	:read	25
1	:invoke	:read	nil
1	:ok	:read	14
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
0	:invoke	:read	nil
0	:ok	:read	25
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	14
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	26
0	:invoke	:read	nil
0	:ok	:read	26
1	:invoke	:read	nil
1	:ok	:read	14
2	:invoke	:read	nil
2	:ok	:read	17
0	:invoke	:read	nil
0	:ok	:read	26
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	17
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	29
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	30
1	:invoke	:read	nil
1	:ok	:read	19
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	20
0	:ok	:read	30
0	:invoke	:read	nil
0	:ok	:read	30
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	20
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	33
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	36
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:read	nil
2	:ok	:read	20
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	41
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	45
0	:invoke	:read	nil
0	:ok	:read	45
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:read	nil
2	:ok	:read	27
0	:invoke	:read	nil
0	:ok	:read	45
0	:invoke	:read	nil
0	:ok	:read	45
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	27
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	47
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:read	nil
2	:ok	:read	27
0	:invoke	:read	nil
0	:ok	:read	47
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	21
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	29
0	:invoke	:read	nil
0	:ok	:read	54
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	29
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	60
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	29
0	:invoke	:read	nil
0	:ok	:read	60
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	29
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	63
1	:invoke	:read	nil
1	:ok	:read	29
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	63
0	:invoke	:read	nil
0	:ok	:read	63
1	:invoke	:read	nil
1	:ok	:read	29
2	:invoke	:read	nil
2	:ok	:read	30
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	66
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	30
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	69
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	69
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:read	nil
2	:ok	:read	31
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	75
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:read	nil
2	:ok	:read	34
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:read	nil
2	:ok	:read	34
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	31
2	:invoke	:read	nil
2	:ok	:read	34
0	:invoke	:read	nil
0	:ok	:read	80
0	:invoke	:read	nil
0	:ok	:read	80
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	34
0	:invoke	:read	nil
0	:ok	:read	80
0	:invoke	:read	nil
0	:ok	:read	80
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	31
2	:ok	:read	34
0	:invoke	:read	nil
0	:ok	:read	80
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
2	:invoke	:add	3
1	:ok	:read	31
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	84
0	:invoke	:read	nil
0	:ok	:read	84
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	37
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	34
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	91
0	:invoke	:read	nil
0	:ok	:read	91
1	:invoke	:read	nil
1	:ok	:read	34
2	:invoke	:read	nil
2	:ok	:read	41
0	:invoke	:read	nil
0	:ok	:read	91
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	34
2	:invoke	:add	1
0	:invoke	:read	nil
2	:ok	:add	1
0	:ok	:read	92
0	:invoke	:read	nil
0	:ok	:read	92
1	:invoke	:read	nil
1	:ok	:read	34
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	92
0	:invoke	:read	nil
0	:ok	:read	92
1	:invoke	:read	nil
1	:ok	:read	34
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	92
0	:invoke	:read	nil
0	:ok	:read	92
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	94
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	94
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	37
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	98
0	:invoke	:read	nil
0	:ok	:read	98
1	:invoke	:read	nil
1	:ok	:read	37
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	37
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	103
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	37
2	:invoke	:read	nil
2	:ok	:read	42
0	:invoke	:read	nil
0	:ok	:read	105
0	:invoke	:read	nil
0	:ok	:read	105
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	105
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	105
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
0	:ok	:read	106
0	:invoke	:read	nil
0	:ok	:read	106
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
0	:ok	:read	106
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	46
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
0	:ok	:read	107
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
0	:ok	:read	111
0	:invoke	:read	nil
0	:ok	:read	111
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
0	:invoke	:add	3
2	:ok	:read	47
0	:ok	:add	3
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	51
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	122
1	:invoke	:read	nil
1	:ok	:read	51
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:add	4
1	:invoke	:add	4
0	:ok	:add	4
1	:ok	:add	4
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	127
1	:invoke	:read	nil
1	:ok	:read	59
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
0	:ok	:read	127
0	:invoke	:read	nil
0	:ok	:read	127
1	:invoke	:read	nil
1	:ok	:read	59
2	:invoke	:read	nil
2	:ok	:read	47
0	:invoke	:read	nil
1	:invoke	:add	0
2	:invoke	:add	0
0	:ok	:read	127
2	:ok	:add	0
1	:ok	:add	0
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	130
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	51
0	:invoke	:read	nil
0	:ok	:read	130
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	130
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	54
0	:invoke	:read	nil
0	:ok	:read	130
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	54
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	54
0	:invoke	:read	nil
0	:ok	:read	138
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	139
0	:invoke	:read	nil
0	:ok	:read	139
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	139
0	:invoke	:read	nil
0	:ok	:read	139
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	61
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	140
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	140
0	:invoke	:read	nil
0	:ok	:read	140
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	64
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	142
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	64
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:read	nil
0	:ok	:read	142
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	142
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	64
0	:invoke	:read	nil
0	:ok	:read	144
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	64
0	:invoke	:add	1
1	:invoke	:read	nil
0	:ok	:add	1
1	:ok	:read	63
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:read	nil
2	:ok	:read	64
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	63
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	151
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	68
0	:invoke	:read	nil
0	:ok	:read	154
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	2
2	:invoke	:add	4
1	:ok	:add	2
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	156
0	:invoke	:read	nil
0	:ok	:read	156
1	:invoke	:read	nil
1	:ok	:read	68
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	156
0	:invoke	:add	1
1	:invoke	:read	nil
0	:ok	:add	1
1	:ok	:read	68
2	:invoke	:read	nil
2	:ok	:read	73
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
1	:invoke	:read	nil
1	:ok	:read	68
2	:invoke	:read	nil
2	:ok	:read	73
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
1	:invoke	:read	nil
1	:ok	:read	68
2	:invoke	:read	nil
2	:ok	:read	73
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:read	nil
0	:ok	:read	157
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	73
0	:invoke	:read	nil
0	:ok	:read	157
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	160
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	73
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	162
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	77
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:read	nil
0	:ok	:read	166
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	77
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:read	nil
0	:ok	:read	167
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:read	nil
0	:ok	:read	169
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	177
1	:invoke	:read	nil
1	:ok	:read	81
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	74
0	:ok	:read	177
0	:invoke	:read	nil
0	:ok	:read	177
1	:invoke	:read	nil
1	:ok	:read	81
2	:invoke	:read	nil
2	:ok	:read	74
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	178
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	178
:nemesis	:info	:start-partition	:majority
1	:invoke	:read	nil
1	:ok	:read	85
:nemesis	:info	:start-partition	[:isolated {"n1" #{"n2" "n0"}, "n2" #{"n1"}, "n0" #{"n1"}}]
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	178
0	:invoke	:read	nil
0	:ok	:read	178
1	:invoke	:read	nil
1	:ok	:read	85
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	178
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	182
1	:invoke	:read	nil
1	:ok	:read	87
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	182
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	87
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	182
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	87
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
1	:invoke	:add	0
0	:ok	:read	184
1	:ok	:add	0
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	75
0	:invoke	:read	nil
0	:ok	:read	184
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	87
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	88
2	:invoke	:read	nil
2	:ok	:read	76
0	:invoke	:read	nil
0	:ok	:read	192
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	88
2	:invoke	:read	nil
2	:ok	:read	76
0	:invoke	:read	nil
0	:ok	:read	192
0	:invoke	:read	nil
0	:ok	:read	192
1	:invoke	:read	nil
1	:ok	:read	88
2	:invoke	:read	nil
2	:ok	:read	76
0	:invoke	:read	nil
0	:ok	:read	192
0	:invoke	:read	nil
0	:ok	:read	192
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	192
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	92
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	194
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	81
0	:ok	:read	197
0	:invoke	:read	nil
0	:ok	:read	197
1	:invoke	:read	nil
1	:ok	:read	94
2	:invoke	:read	nil
2	:ok	:read	81
0	:invoke	:read	nil
0	:ok	:read	197
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	4
2	:invoke	:add	0
1	:ok	:add	4
2	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	81
0	:invoke	:add	3
1	:invoke	:add	4
2	:invoke	:read	nil
0	:ok	:add	3
1	:ok	:add	4
2	:ok	:read	81
2	:invoke	:read	nil
2	:ok	:read	81
0	:invoke	:read	nil
0	:ok	:read	208
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	102
2	:invoke	:read	nil
2	:ok	:read	81
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	109
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	109
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	109
2	:ok	:read	87
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	112
2	:invoke	:read	nil
2	:ok	:read	89
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	112
2	:invoke	:read	nil
2	:ok	:read	89
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:read	nil
1	:ok	:read	112
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	211
0	:invoke	:read	nil
0	:ok	:read	211
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	213
1	:invoke	:read	nil
1	:ok	:read	116
2	:invoke	:read	nil
2	:ok	:read	94
0	:invoke	:read	nil
0	:ok	:read	213
0	:invoke	:read	nil
0	:ok	:read	213
1	:invoke	:read	nil
1	:ok	:read	116
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	94
0	:ok	:read	213
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	116
2	:invoke	:read	nil
0	:invoke	:add	0
2	:ok	:read	94
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	215
1	:invoke	:read	nil
1	:ok	:read	116
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	215
0	:invoke	:read	nil
0	:ok	:read	215
1	:invoke	:read	nil
1	:ok	:read	116
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	215
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	120
2	:invoke	:read	nil
